00222, 2014-280T17:48:21.692, 2014-280T19:21:08.621,  -27.611, BAD / No data or processor fail
00223, 2014-280T19:21:08.621, 2014-280T20:53:55.558,  -51.190, BAD / No data or processor fail
00224, 2014-280T20:53:55.558, 2014-280T22:26:43.558,  -74.770, BAD / No data or processor fail
00225, 2014-280T22:26:42.369, 2014-280T23:59:29.329,  -98.355, BAD / No data or processor fail
00226, 2014-280T23:59:29.568, 2014-281T01:32:16.540, -121.932, GOOD / High SNR
00227, 2014-281T01:32:16.540, 2014-281T03:05:03.471, -145.511, GOOD / High SNR
00228, 2014-281T03:05:03.471, 2014-281T04:37:51.471, -169.089, GOOD / High SNR
00229, 2014-281T04:37:50.165, 2014-281T06:10:37.247,  167.330, BAD / No data or processor fail
00230, 2014-281T06:10:37.329, 2014-281T07:43:24.289,  143.756, GOOD / High SNR
00231, 2014-281T07:43:24.289, 2014-281T09:16:11.159,  120.177, GOOD / High SNR
00232, 2014-281T09:16:11.159, 2014-281T10:49:00.687,   96.598, MARGINAL / Poor echo centering / High SNR
00233, 2014-281T10:49:00.687, 2014-281T12:21:50.296,   73.008, MARGINAL / Poor echo centering / High SNR
00234, 2014-281T12:21:50.296, 2014-281T13:54:39.878,   49.418, MARGINAL / Poor echo centering / High SNR
00235, 2014-281T13:54:39.878, 2014-281T15:27:29.437,   25.829, MARGINAL / Poor echo centering / High SNR
00236, 2014-281T15:27:29.437, 2014-281T17:00:18.939,    2.240, GOOD / High SNR
00237, 2014-281T17:00:18.939, 2014-281T18:33:08.398,  -21.349, MARGINAL / Poor echo centering / High SNR
00238, 2014-281T18:33:08.398, 2014-281T20:05:57.847,  -44.937, MARGINAL / Poor echo centering / High SNR
00239, 2014-281T20:05:57.847, 2014-281T21:38:47.344,  -68.528, MARGINAL / Poor echo centering / High SNR
00240, 2014-281T21:38:47.344, 2014-281T23:11:36.885,  -92.120, MARGINAL / Poor echo centering / High SNR
00241, 2014-281T23:11:36.885, 2014-282T00:44:26.382, -115.711, MARGINAL / Poor echo centering / High SNR
00242, 2014-282T00:44:26.382, 2014-282T02:17:15.842, -139.300, MARGINAL / Poor echo centering / High SNR
00243, 2014-282T02:17:15.842, 2014-282T03:50:05.264, -162.888, MARGINAL / Poor echo centering / High SNR
00244, 2014-282T03:50:05.264, 2014-282T05:22:54.712,  173.524, MARGINAL / Poor echo centering / High SNR
00245, 2014-282T05:22:54.712, 2014-282T06:55:44.191,  149.936, MARGINAL / Poor echo centering / High SNR
00246, 2014-282T06:55:44.191, 2014-282T08:28:33.607,  126.347, MARGINAL / Poor echo centering / High SNR
00247, 2014-282T08:28:33.607, 2014-282T10:01:23.015,  102.759, MARGINAL / Poor echo centering / High SNR
00248, 2014-282T10:01:23.015, 2014-282T11:34:12.511,   79.171, MARGINAL / Poor echo centering / High SNR
00249, 2014-282T11:34:12.511, 2014-282T13:07:01.988,   55.581, MARGINAL / Poor echo centering / High SNR
00250, 2014-282T13:07:01.988, 2014-282T14:39:51.433,   31.992, BAD / Poor attitude estimation / High SNR
00251, 2014-282T14:39:51.433, 2014-282T16:12:40.844,    8.403, GOOD / High SNR
00252, 2014-282T16:12:40.844, 2014-282T17:45:30.198,  -15.185, GOOD / High SNR
00253, 2014-282T17:45:30.198, 2014-282T19:18:19.533,  -38.773, GOOD / High SNR
00254, 2014-282T19:18:19.533, 2014-282T20:51:08.896,  -62.363, GOOD / High SNR
00255, 2014-282T20:51:08.896, 2014-282T22:23:58.326,  -85.954, GOOD / High SNR
00256, 2014-282T22:23:58.326, 2014-282T23:56:47.726, -109.545, GOOD / High SNR
00257, 2014-282T23:56:47.726, 2014-283T01:29:37.091, -133.134, GOOD / High SNR
00258, 2014-283T01:29:37.091, 2014-283T03:02:26.406, -156.722, GOOD / High SNR
00259, 2014-283T03:02:26.406, 2014-283T04:35:15.739,  179.691, GOOD / High SNR
00260, 2014-283T04:35:15.739, 2014-283T06:08:05.107,  156.104, GOOD / High SNR
00261, 2014-283T06:08:05.107, 2014-283T07:40:54.441,  132.515, GOOD / High SNR
00262, 2014-283T07:40:54.441, 2014-283T09:13:43.715,  108.927, GOOD / High SNR
00263, 2014-283T09:13:43.715, 2014-283T10:46:33.094,   85.340, GOOD / High SNR
00264, 2014-283T10:46:33.094, 2014-283T12:19:22.477,   61.751, GOOD / High SNR
00265, 2014-283T12:19:22.477, 2014-283T13:52:11.820,   38.162, GOOD / High SNR
00266, 2014-283T13:52:11.820, 2014-283T15:25:01.150,   14.573, GOOD / High SNR
00267, 2014-283T15:25:01.150, 2014-283T16:57:50.410,   -9.015, GOOD / High SNR
00268, 2014-283T16:57:50.410, 2014-283T18:30:39.640,  -32.602, GOOD / High SNR
00269, 2014-283T18:30:39.640, 2014-283T20:03:28.891,  -56.191, GOOD / High SNR
00270, 2014-283T20:03:28.891, 2014-283T21:36:18.212,  -79.781, GOOD / High SNR
00271, 2014-283T21:36:18.212, 2014-283T23:09:07.522, -103.372, GOOD / High SNR
00272, 2014-283T23:09:07.522, 2014-284T00:41:56.799, -126.961, GOOD / High SNR
00273, 2014-284T00:41:56.799, 2014-284T02:14:46.029, -150.549, GOOD / High SNR
00274, 2014-284T02:14:46.029, 2014-284T03:47:35.257, -174.136, GOOD / High SNR
00275, 2014-284T03:47:35.257, 2014-284T05:20:24.519,  162.277, GOOD / High SNR
00276, 2014-284T05:20:24.519, 2014-284T06:53:13.780,  138.690, GOOD / High SNR
00277, 2014-284T06:53:13.780, 2014-284T08:26:02.956,  115.102, GOOD / High SNR
00278, 2014-284T08:26:02.956, 2014-284T09:58:52.216,   91.515, GOOD / High SNR
00279, 2014-284T09:58:52.216, 2014-284T11:31:41.505,   67.926, GOOD / High SNR
00280, 2014-284T11:31:41.505, 2014-284T13:04:30.762,   44.337, GOOD / High SNR
00281, 2014-284T13:04:30.762, 2014-284T14:37:19.999,   20.750, GOOD / High SNR
00282, 2014-284T14:37:19.999, 2014-284T16:10:09.169,   -2.838, GOOD / High SNR
00283, 2014-284T16:10:09.169, 2014-284T17:42:58.300,  -26.425, GOOD / High SNR
00284, 2014-284T17:42:58.300, 2014-284T19:15:47.435,  -50.013, GOOD / High SNR
00285, 2014-284T19:15:47.435, 2014-284T20:48:36.628,  -73.602, GOOD / High SNR
00286, 2014-284T20:48:36.628, 2014-284T22:21:25.844,  -97.193, GOOD / High SNR
00287, 2014-284T22:21:25.844, 2014-284T23:54:15.016, -120.782, GOOD / High SNR
00288, 2014-284T23:54:15.016, 2014-285T01:27:04.152, -144.370, GOOD / High SNR
00289, 2014-285T01:27:04.152, 2014-285T02:59:53.262, -167.957, GOOD / High SNR
00290, 2014-285T02:59:53.262, 2014-285T04:32:42.407,  168.457, GOOD / High SNR
00291, 2014-285T04:32:42.407, 2014-285T06:05:31.572,  144.870, GOOD / High SNR
00292, 2014-285T06:05:31.572, 2014-285T07:38:20.656,  121.282, GOOD / High SNR
00293, 2014-285T07:38:20.656, 2014-285T09:11:09.780,   97.696, GOOD / High SNR
00294, 2014-285T09:11:09.780, 2014-285T10:43:58.969,   74.108, GOOD / High SNR
00295, 2014-285T10:43:58.969, 2014-285T12:16:48.134,   50.520, GOOD / High SNR
00296, 2014-285T12:16:48.134, 2014-285T13:49:37.275,   26.932, GOOD / High SNR
00297, 2014-285T13:49:37.275, 2014-285T15:22:26.366,    3.345, GOOD / High SNR
00298, 2014-285T15:22:26.366, 2014-285T16:55:15.412,  -20.242, GOOD / High SNR
00299, 2014-285T16:55:15.412, 2014-285T18:28:04.449,  -43.829, GOOD / High SNR
00300, 2014-285T18:28:04.449, 2014-285T20:00:53.530,  -67.418, GOOD / High SNR
00301, 2014-285T20:00:53.530, 2014-285T21:33:42.660,  -91.008, GOOD / High SNR
00302, 2014-285T21:33:42.660, 2014-285T23:06:31.754, -114.597, GOOD / High SNR
00303, 2014-285T23:06:31.754, 2014-286T00:39:20.811, -138.185, GOOD / High SNR
00304, 2014-286T00:39:20.811, 2014-286T02:12:09.828, -161.772, GOOD / High SNR
00305, 2014-286T02:12:09.828, 2014-286T03:44:58.874,  174.643, GOOD / High SNR
00306, 2014-286T03:44:58.874, 2014-286T05:17:47.953,  151.056, GOOD / High SNR
00307, 2014-286T05:17:47.953, 2014-286T06:50:36.978,  127.469, GOOD / High SNR
00308, 2014-286T06:50:36.978, 2014-286T08:23:25.985,  103.883, GOOD / High SNR
00309, 2014-286T08:23:25.985, 2014-286T09:56:15.089,   80.296, GOOD / High SNR
00310, 2014-286T09:56:15.089, 2014-286T11:29:04.179,   56.708, GOOD / High SNR
00311, 2014-286T11:29:04.179, 2014-286T13:01:53.237,   33.120, GOOD / High SNR
00312, 2014-286T13:01:53.237, 2014-286T14:34:42.265,    9.533, GOOD / High SNR
00313, 2014-286T14:34:42.265, 2014-286T16:07:31.237,  -14.054, GOOD / High SNR
00314, 2014-286T16:07:31.237, 2014-286T17:40:20.188,  -37.640, GOOD / High SNR
00315, 2014-286T17:40:20.188, 2014-286T19:13:09.168,  -61.228, GOOD / High SNR
00316, 2014-286T19:13:09.168, 2014-286T20:45:58.218,  -84.817, GOOD / High SNR
00317, 2014-286T20:45:58.218, 2014-286T22:18:47.242, -108.407, GOOD / High SNR
00318, 2014-286T22:18:47.242, 2014-286T23:51:36.231, -131.994, GOOD / High SNR
00319, 2014-286T23:51:36.231, 2014-287T01:24:25.172, -155.581, GOOD / High SNR
00320, 2014-287T01:24:25.172, 2014-287T02:57:14.124, -179.167, GOOD / High SNR
00321, 2014-287T02:57:14.124, 2014-287T04:30:03.114,  157.248, GOOD / High SNR
00322, 2014-287T04:30:03.114, 2014-287T06:02:52.075,  133.661, GOOD / High SNR
00323, 2014-287T06:02:52.075, 2014-287T07:35:40.972,  110.074, GOOD / High SNR
00324, 2014-287T07:35:40.972, 2014-287T09:08:29.968,   86.489, GOOD / High SNR
00325, 2014-287T09:08:29.968, 2014-287T10:41:18.976,   62.901, GOOD / High SNR
00326, 2014-287T10:41:18.976, 2014-287T12:14:07.942,   39.313, GOOD / High SNR
00327, 2014-287T12:14:07.942, 2014-287T13:46:55.942,   15.723, GOOD / High SNR
00328, 2014-287T13:46:56.510, 2014-287T15:19:45.419,   -7.869, GOOD / High SNR
00329, 2014-287T15:19:45.419, 2014-287T16:52:34.322,  -31.456, MARGINAL / Bifurcated cal pulse / High SNR
00330, 2014-287T16:52:34.631, 2014-287T18:25:23.499,  -55.033, BAD / No data or processor fail
00331, 2014-287T18:25:23.499, 2014-287T19:58:12.432,  -78.621, BAD / No data or processor fail
00332, 2014-287T19:58:12.432, 2014-287T21:31:01.359, -102.211, BAD / No data or processor fail
00333, 2014-287T21:31:01.359, 2014-287T23:03:50.247, -125.798, BAD / No data or processor fail
00334, 2014-287T23:03:50.247, 2014-288T00:36:39.091, -149.385, GOOD / High SNR
00335, 2014-288T00:36:39.091, 2014-288T02:09:27.919, -172.970, GOOD / High SNR
00336, 2014-288T02:09:27.919, 2014-288T03:42:16.782,  163.445, GOOD / High SNR
00337, 2014-288T03:42:16.782, 2014-288T05:15:05.644,  139.859, GOOD / High SNR
00338, 2014-288T05:15:05.644, 2014-288T06:47:54.418,  116.272, GOOD / High SNR
00339, 2014-288T06:47:54.418, 2014-288T08:20:43.267,   92.687, BAD / Poor attitude estimation / High SNR
00340, 2014-288T08:20:43.267, 2014-288T09:53:32.139,   69.100, BAD / Poor attitude estimation / High SNR
00341, 2014-288T09:53:32.139, 2014-288T11:26:20.982,   45.513, BAD / Poor attitude estimation / High SNR
00342, 2014-288T11:26:20.982, 2014-288T12:59:09.809,   21.927, BAD / Poor attitude estimation / High SNR
00343, 2014-288T12:59:09.809, 2014-288T14:31:58.568,   -1.659, BAD / Poor attitude estimation / High SNR
00344, 2014-288T14:31:58.568, 2014-288T16:04:47.292,  -25.245, BAD / Poor attitude estimation / High SNR
00345, 2014-288T16:04:47.292, 2014-288T17:37:36.017,  -48.831, BAD / Poor attitude estimation / High SNR
00346, 2014-288T17:37:36.017, 2014-288T19:10:24.797,  -72.418, BAD / Poor attitude estimation / High SNR
00347, 2014-288T19:10:24.797, 2014-288T20:43:13.611,  -96.007, BAD / Poor attitude estimation / High SNR
00348, 2014-288T20:43:13.611, 2014-288T22:16:02.378, -119.595, BAD / Poor attitude estimation / High SNR
00349, 2014-288T22:16:02.378, 2014-288T23:48:51.175, -143.182, MARGINAL / Poor echo centering / High SNR
00350, 2014-288T23:48:51.175, 2014-289T01:21:39.940, -166.767, GOOD / High SNR
00351, 2014-289T01:21:39.940, 2014-289T02:54:28.737,  169.648, GOOD / High SNR
00352, 2014-289T02:54:28.737, 2014-289T04:27:17.557,  146.063, GOOD / High SNR
00353, 2014-289T04:27:17.557, 2014-289T06:00:06.298,  122.476, GOOD / High SNR
00354, 2014-289T06:00:06.298, 2014-289T07:32:55.064,   98.891, GOOD / High SNR
00355, 2014-289T07:32:55.064, 2014-289T09:05:43.901,   75.305, GOOD / High SNR
00356, 2014-289T09:05:43.901, 2014-289T10:38:32.711,   51.718, GOOD / High SNR
00357, 2014-289T10:38:32.711, 2014-289T12:11:21.497,   28.132, GOOD / High SNR
00358, 2014-289T12:11:21.497, 2014-289T13:44:10.231,    4.546, GOOD / High SNR
00359, 2014-289T13:44:10.231, 2014-289T15:16:58.919,  -19.040, GOOD / High SNR
00360, 2014-289T15:16:58.919, 2014-289T16:49:47.592,  -42.625, GOOD / High SNR
00361, 2014-289T16:49:47.592, 2014-289T18:22:36.304,  -66.212, BAD / No data or processor fail
00362, 2014-289T18:22:36.304, 2014-289T19:55:25.067,  -89.801, BAD / No data or processor fail
00363, 2014-289T19:55:25.067, 2014-289T21:28:13.794, -113.389, BAD / No data or processor fail
00364, 2014-289T21:28:13.794, 2014-289T23:01:02.477, -136.975, BAD / No data or processor fail
00365, 2014-289T23:01:02.477, 2014-290T00:33:51.120, -160.560, GOOD / High SNR
00366, 2014-290T00:33:51.120, 2014-290T02:06:39.785,  175.855, GOOD / High SNR
00367, 2014-290T02:06:39.785, 2014-290T03:39:28.484,  152.271, GOOD / High SNR
00368, 2014-290T03:39:28.484, 2014-290T05:12:17.131,  128.685, GOOD / High SNR
00369, 2014-290T05:12:17.131, 2014-290T06:45:05.748,  105.100, GOOD / High SNR
00370, 2014-290T06:45:05.748, 2014-290T08:17:54.462,   81.515, GOOD / High SNR
00371, 2014-290T08:17:54.462, 2014-290T09:50:43.164,   57.928, GOOD / High SNR
00372, 2014-290T09:50:43.164, 2014-290T11:23:31.829,   34.342, GOOD / High SNR
00373, 2014-290T11:23:31.829, 2014-290T12:56:20.467,   10.757, GOOD / High SNR
00374, 2014-290T12:56:20.467, 2014-290T14:29:09.042,  -12.828, GOOD / High SNR
00375, 2014-290T14:29:09.042, 2014-290T16:01:57.592,  -36.413, GOOD / High SNR
00376, 2014-290T16:01:57.592, 2014-290T17:34:46.166,  -59.999, GOOD / High SNR
00377, 2014-290T17:34:46.166, 2014-290T19:07:34.810,  -83.587, GOOD / High SNR
00378, 2014-290T19:07:34.810, 2014-290T20:40:23.427, -107.175, GOOD / High SNR
00379, 2014-290T20:40:23.427, 2014-290T22:13:12.009, -130.761, GOOD / High SNR
00380, 2014-290T22:13:12.009, 2014-290T23:46:00.541, -154.346, GOOD / High SNR
00381, 2014-290T23:46:00.541, 2014-291T01:18:49.077, -177.930, GOOD / High SNR
00382, 2014-291T01:18:49.077, 2014-291T02:51:37.649,  158.486, GOOD / High SNR
00383, 2014-291T02:51:37.649, 2014-291T04:24:26.197,  134.901, GOOD / High SNR
00384, 2014-291T04:24:26.197, 2014-291T05:57:14.670,  111.316, GOOD / High SNR
00385, 2014-291T05:57:14.670, 2014-291T07:30:03.237,   87.732, GOOD / High SNR
00386, 2014-291T07:30:03.237, 2014-291T09:02:51.814,   64.146, GOOD / High SNR
00387, 2014-291T09:02:51.814, 2014-291T10:35:40.348,   40.560, GOOD / High SNR
00388, 2014-291T10:35:40.348, 2014-291T12:08:28.870,   16.975, GOOD / High SNR
00389, 2014-291T12:08:28.870, 2014-291T13:41:17.314,   -6.609, GOOD / High SNR
00390, 2014-291T13:41:17.314, 2014-291T15:14:05.723,  -30.193, GOOD / High SNR
00391, 2014-291T15:14:05.723, 2014-291T16:46:54.145,  -53.778, GOOD / High SNR
00392, 2014-291T16:46:54.145, 2014-291T18:19:42.627,  -77.365, GOOD / High SNR
00393, 2014-291T18:19:42.627, 2014-291T19:52:31.107, -100.953, GOOD / High SNR
00394, 2014-291T19:52:31.107, 2014-291T21:25:19.545, -124.539, GOOD / High SNR
00395, 2014-291T21:25:19.545, 2014-291T22:58:07.939, -148.124, GOOD / High SNR
00396, 2014-291T22:58:07.939, 2014-292T00:30:56.314, -171.707, GOOD / High SNR
00397, 2014-292T00:30:56.314, 2014-292T02:03:44.719,  164.710, GOOD / High SNR
00398, 2014-292T02:03:44.719, 2014-292T03:36:33.128,  141.126, GOOD / High SNR
00399, 2014-292T03:36:33.128, 2014-292T05:09:21.448,  117.541, GOOD / High SNR
00400, 2014-292T05:09:21.448, 2014-292T06:42:09.831,   93.958, GOOD / High SNR
00401, 2014-292T06:42:09.831, 2014-292T08:14:58.255,   70.373, GOOD / High SNR
00402, 2014-292T08:14:58.255, 2014-292T09:47:46.646,   46.788, GOOD / High SNR
00403, 2014-292T09:47:46.646, 2014-292T11:20:35.013,   23.203, GOOD / High SNR
00404, 2014-292T11:20:35.013, 2014-292T12:53:23.312,   -0.381, GOOD / High SNR
00405, 2014-292T12:53:23.312, 2014-292T14:26:11.570,  -23.965, GOOD / High SNR
00406, 2014-292T14:26:11.570, 2014-292T15:58:59.817,  -47.548, GOOD / High SNR
00407, 2014-292T15:58:59.817, 2014-292T17:31:48.117,  -71.134, GOOD / High SNR
00408, 2014-292T17:31:48.117, 2014-292T19:04:36.447,  -94.721, GOOD / High SNR
00409, 2014-292T19:04:36.447, 2014-292T20:37:24.731, -118.307, GOOD / High SNR
00410, 2014-292T20:37:24.731, 2014-292T22:10:12.971, -141.891, GOOD / High SNR
00411, 2014-292T22:10:12.971, 2014-292T23:43:01.182, -165.475, GOOD / High SNR
00412, 2014-292T23:43:01.182, 2014-293T01:15:49.418,  170.943, GOOD / High SNR
00413, 2014-293T01:15:49.418, 2014-293T02:48:37.682,  147.360, GOOD / High SNR
00414, 2014-293T02:48:37.682, 2014-293T04:21:25.870,  123.776, GOOD / High SNR
00415, 2014-293T04:21:25.870, 2014-293T05:54:14.070,  100.193, GOOD / High SNR
00416, 2014-293T05:54:14.070, 2014-293T07:27:02.345,   76.609, BAD / Mixed SNR state
00417, 2014-293T07:27:02.345, 2014-293T08:59:50.596,   53.025, BAD / No data or processor fail
00418, 2014-293T08:59:50.596, 2014-293T10:32:38.817,   29.441, BAD / No data or processor fail
00419, 2014-293T10:32:38.817, 2014-293T12:05:26.992,    5.857, BAD / No data or processor fail
00420, 2014-293T12:05:26.992, 2014-293T13:38:15.116,  -17.726, BAD / No data or processor fail
00421, 2014-293T13:38:15.116, 2014-293T15:11:03.223,  -41.309, BAD / No data or processor fail
00422, 2014-293T15:11:03.223, 2014-293T16:43:51.361,  -64.894, BAD / No data or processor fail
00423, 2014-293T16:43:51.361, 2014-293T18:16:39.557,  -88.480, BAD / No data or processor fail
00424, 2014-293T18:16:39.557, 2014-293T19:49:27.714, -112.066, BAD / No data or processor fail
00425, 2014-293T19:49:27.714, 2014-293T21:22:15.831, -135.650, BAD / No data or processor fail
00426, 2014-293T21:22:15.831, 2014-293T22:55:03.898, -159.233, BAD / No data or processor fail
00427, 2014-293T22:55:03.898, 2014-294T00:27:51.984,  177.186, BAD / Mixed SNR state
00428, 2014-294T00:27:51.984, 2014-294T02:00:40.101,  153.603, GOOD / High SNR
00429, 2014-294T02:00:40.101, 2014-294T03:33:28.171,  130.020, GOOD / High SNR
00430, 2014-294T03:33:28.171, 2014-294T05:06:16.197,  106.437, GOOD / High SNR
00431, 2014-294T05:06:16.197, 2014-294T06:39:04.324,   82.855, GOOD / High SNR
00432, 2014-294T06:39:04.324, 2014-294T08:11:52.443,   59.271, GOOD / High SNR
00433, 2014-294T08:11:52.443, 2014-294T09:44:40.522,   35.687, GOOD / High SNR
00434, 2014-294T09:44:40.522, 2014-294T11:17:28.578,   12.104, GOOD / High SNR
00435, 2014-294T11:17:28.578, 2014-294T12:50:16.565,  -11.479, GOOD / High SNR
00436, 2014-294T12:50:16.565, 2014-294T14:23:04.527,  -35.061, GOOD / High SNR
00437, 2014-294T14:23:04.527, 2014-294T15:55:52.508,  -58.645, GOOD / High SNR
00438, 2014-294T15:55:52.508, 2014-294T17:28:40.559,  -82.230, GOOD / High SNR
00439, 2014-294T17:28:40.559, 2014-294T19:01:28.586, -105.815, GOOD / High SNR
00440, 2014-294T19:01:28.586, 2014-294T20:34:16.577, -129.399, GOOD / High SNR
00441, 2014-294T20:34:16.577, 2014-294T22:07:04.519, -152.982, GOOD / High SNR
00442, 2014-294T22:07:04.519, 2014-294T23:39:52.462, -176.563, GOOD / High SNR
00443, 2014-294T23:39:52.462, 2014-295T01:12:40.438,  159.855, GOOD / High SNR
00444, 2014-295T01:12:40.438, 2014-295T02:45:28.400,  136.273, GOOD / High SNR
00445, 2014-295T02:45:28.400, 2014-295T04:18:16.282,  112.690, GOOD / High SNR
00446, 2014-295T04:18:16.282, 2014-295T05:51:04.254,   89.108, GOOD / High SNR
00447, 2014-295T05:51:04.254, 2014-295T07:23:52.243,   65.525, GOOD / High SNR
00448, 2014-295T07:23:52.243, 2014-295T08:56:40.193,   41.942, GOOD / High SNR
00449, 2014-295T08:56:40.193, 2014-295T10:29:28.127,   18.359, MARGINAL / Poor echo centering / High SNR
00450, 2014-295T10:29:28.127, 2014-295T12:02:15.980,   -5.223, GOOD / High SNR
00451, 2014-295T12:02:15.980, 2014-295T13:35:03.777,  -28.805, GOOD / High SNR
00452, 2014-295T13:35:03.777, 2014-295T15:07:51.568,  -52.387, MARGINAL / Poor echo centering / High SNR
00453, 2014-295T15:07:51.568, 2014-295T16:40:39.412,  -75.971, GOOD / High SNR
