time,event,event_type,process,device,ready_queue,wait_queue,cpus,ios
97,12 finished CPU → ready queue,cpu_to_ready,12,CPU2,"['20', '22', '21', '23', '30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12']","['6', '14', '4', '13', '11', '16', '8', '10', '18']","['9', '15', None, '5']","['3', '2', '44', '7']"
97,20 dispatched to CPU2,dispatch_cpu,20,CPU2,"['22', '21', '23', '30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12']","['6', '14', '4', '13', '11', '16', '8', '10', '18']","['9', '15', '20', '5']","['3', '2', '44', '7']"
99,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,"['22', '21', '23', '30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9']","['6', '14', '4', '13', '11', '16', '8', '10', '18']","[None, '15', '20', '5']","['3', '2', '44', '7']"
99,15 finished CPU → ready queue,cpu_to_ready,15,CPU1,"['22', '21', '23', '30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15']","['6', '14', '4', '13', '11', '16', '8', '10', '18']","[None, None, '20', '5']","['3', '2', '44', '7']"
99,22 dispatched to CPU0,dispatch_cpu,22,CPU0,"['21', '23', '30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15']","['6', '14', '4', '13', '11', '16', '8', '10', '18']","['22', None, '20', '5']","['3', '2', '44', '7']"
99,21 dispatched to CPU1,dispatch_cpu,21,CPU1,"['23', '30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15']","['6', '14', '4', '13', '11', '16', '8', '10', '18']","['22', '21', '20', '5']","['3', '2', '44', '7']"
100,20 finished CPU → wait queue,cpu_to_io,20,CPU2,"['23', '30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15']","['6', '14', '4', '13', '11', '16', '8', '10', '18', '20']","['22', '21', None, '5']","['3', '2', '44', '7']"
100,2 finished I/O → ready queue,io_to_ready,2,IO1,"['23', '30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2']","['6', '14', '4', '13', '11', '16', '8', '10', '18', '20']","['22', '21', None, '5']","['3', None, '44', '7']"
100,23 dispatched to CPU2,dispatch_cpu,23,CPU2,"['30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2']","['6', '14', '4', '13', '11', '16', '8', '10', '18', '20']","['22', '21', '23', '5']","['3', None, '44', '7']"
100,6 dispatched to IO1,dispatch_io,6,IO1,"['30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2']","['14', '4', '13', '11', '16', '8', '10', '18', '20']","['22', '21', '23', '5']","['3', '6', '44', '7']"
103,21 finished CPU → wait queue,cpu_to_io,21,CPU1,"['30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2']","['14', '4', '13', '11', '16', '8', '10', '18', '20', '21']","['22', None, '23', '5']","['3', '6', '44', '7']"
103,5 finished CPU → wait queue,cpu_to_io,5,CPU3,"['30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2']","['14', '4', '13', '11', '16', '8', '10', '18', '20', '21', '5']","['22', None, '23', None]","['3', '6', '44', '7']"
103,6 finished I/O → ready queue,io_to_ready,6,IO1,"['30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6']","['14', '4', '13', '11', '16', '8', '10', '18', '20', '21', '5']","['22', None, '23', None]","['3', None, '44', '7']"
103,7 finished I/O → ready queue,io_to_ready,7,IO3,"['30', '26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7']","['14', '4', '13', '11', '16', '8', '10', '18', '20', '21', '5']","['22', None, '23', None]","['3', None, '44', None]"
103,30 dispatched to CPU1,dispatch_cpu,30,CPU1,"['26', '19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7']","['14', '4', '13', '11', '16', '8', '10', '18', '20', '21', '5']","['22', '30', '23', None]","['3', None, '44', None]"
103,26 dispatched to CPU3,dispatch_cpu,26,CPU3,"['19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7']","['14', '4', '13', '11', '16', '8', '10', '18', '20', '21', '5']","['22', '30', '23', '26']","['3', None, '44', None]"
103,14 dispatched to IO1,dispatch_io,14,IO1,"['19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7']","['4', '13', '11', '16', '8', '10', '18', '20', '21', '5']","['22', '30', '23', '26']","['3', '14', '44', None]"
103,4 dispatched to IO3,dispatch_io,4,IO3,"['19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7']","['13', '11', '16', '8', '10', '18', '20', '21', '5']","['22', '30', '23', '26']","['3', '14', '44', '4']"
104,23 finished CPU → wait queue,cpu_to_io,23,CPU2,"['19', '25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7']","['13', '11', '16', '8', '10', '18', '20', '21', '5', '23']","['22', '30', None, '26']","['3', '14', '44', '4']"
104,19 dispatched to CPU2,dispatch_cpu,19,CPU2,"['25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7']","['13', '11', '16', '8', '10', '18', '20', '21', '5', '23']","['22', '30', '19', '26']","['3', '14', '44', '4']"
105,14 finished I/O → ready queue,io_to_ready,14,IO1,"['25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14']","['13', '11', '16', '8', '10', '18', '20', '21', '5', '23']","['22', '30', '19', '26']","['3', None, '44', '4']"
105,13 dispatched to IO1,dispatch_io,13,IO1,"['25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14']","['11', '16', '8', '10', '18', '20', '21', '5', '23']","['22', '30', '19', '26']","['3', '13', '44', '4']"
106,26 finished CPU → wait queue,cpu_to_io,26,CPU3,"['25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14']","['11', '16', '8', '10', '18', '20', '21', '5', '23', '26']","['22', '30', '19', None]","['3', '13', '44', '4']"
106,3 finished I/O → ready queue,io_to_ready,3,IO0,"['25', '31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3']","['11', '16', '8', '10', '18', '20', '21', '5', '23', '26']","['22', '30', '19', None]","[None, '13', '44', '4']"
106,25 dispatched to CPU3,dispatch_cpu,25,CPU3,"['31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3']","['11', '16', '8', '10', '18', '20', '21', '5', '23', '26']","['22', '30', '19', '25']","[None, '13', '44', '4']"
106,11 dispatched to IO0,dispatch_io,11,IO0,"['31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3']","['16', '8', '10', '18', '20', '21', '5', '23', '26']","['22', '30', '19', '25']","['11', '13', '44', '4']"
107,22 finished CPU → wait queue,cpu_to_io,22,CPU0,"['31', '27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22']","[None, '30', '19', '25']","['11', '13', '44', '4']"
107,31 dispatched to CPU0,dispatch_cpu,31,CPU0,"['27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22']","['31', '30', '19', '25']","['11', '13', '44', '4']"
110,31 finished CPU → wait queue,cpu_to_io,31,CPU0,"['27', '29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22', '31']","[None, '30', '19', '25']","['11', '13', '44', '4']"
110,27 dispatched to CPU0,dispatch_cpu,27,CPU0,"['29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22', '31']","['27', '30', '19', '25']","['11', '13', '44', '4']"
111,19 finished CPU → wait queue,cpu_to_io,19,CPU2,"['29', '17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19']","['27', '30', None, '25']","['11', '13', '44', '4']"
111,29 dispatched to CPU2,dispatch_cpu,29,CPU2,"['17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19']","['27', '30', '29', '25']","['11', '13', '44', '4']"
112,30 finished CPU → ready queue,cpu_to_ready,30,CPU1,"['17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19']","['27', None, '29', '25']","['11', '13', '44', '4']"
112,25 finished CPU → wait queue,cpu_to_io,25,CPU3,"['17', '36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['27', None, '29', None]","['11', '13', '44', '4']"
112,17 dispatched to CPU1,dispatch_cpu,17,CPU1,"['36', '24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['27', '17', '29', None]","['11', '13', '44', '4']"
112,36 dispatched to CPU3,dispatch_cpu,36,CPU3,"['24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['27', '17', '29', '36']","['11', '13', '44', '4']"
113,11 finished I/O → ready queue,io_to_ready,11,IO0,"['24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11']","['16', '8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['27', '17', '29', '36']","[None, '13', '44', '4']"
113,16 dispatched to IO0,dispatch_io,16,IO0,"['24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11']","['8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['27', '17', '29', '36']","['16', '13', '44', '4']"
114,29 finished CPU → ready queue,cpu_to_ready,29,CPU2,"['24', '33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29']","['8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['27', '17', None, '36']","['16', '13', '44', '4']"
114,24 dispatched to CPU2,dispatch_cpu,24,CPU2,"['33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29']","['8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['27', '17', '24', '36']","['16', '13', '44', '4']"
115,27 finished CPU → ready queue,cpu_to_ready,27,CPU0,"['33', '37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27']","['8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","[None, '17', '24', '36']","['16', '13', '44', '4']"
115,33 dispatched to CPU0,dispatch_cpu,33,CPU0,"['37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27']","['8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', '24', '36']","['16', '13', '44', '4']"
116,44 finished I/O → ready queue,io_to_ready,44,IO2,"['37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44']","['8', '10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', '24', '36']","['16', '13', None, '4']"
116,8 dispatched to IO2,dispatch_io,8,IO2,"['37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44']","['10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', '24', '36']","['16', '13', '8', '4']"
117,13 finished I/O → ready queue,io_to_ready,13,IO1,"['37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13']","['10', '18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', '24', '36']","['16', None, '8', '4']"
117,10 dispatched to IO1,dispatch_io,10,IO1,"['37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13']","['18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', '24', '36']","['16', '10', '8', '4']"
119,24 finished CPU → ready queue,cpu_to_ready,24,CPU2,"['37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24']","['18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', None, '36']","['16', '10', '8', '4']"
119,36 finished CPU → ready queue,cpu_to_ready,36,CPU3,"['37', '39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36']","['18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', None, None]","['16', '10', '8', '4']"
119,37 dispatched to CPU2,dispatch_cpu,37,CPU2,"['39', '45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36']","['18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', '37', None]","['16', '10', '8', '4']"
119,39 dispatched to CPU3,dispatch_cpu,39,CPU3,"['45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36']","['18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', '37', '39']","['16', '10', '8', '4']"
122,4 finished I/O → ready queue,io_to_ready,4,IO3,"['45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4']","['18', '20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', '37', '39']","['16', '10', '8', None]"
122,18 dispatched to IO3,dispatch_io,18,IO3,"['45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4']","['20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '17', '37', '39']","['16', '10', '8', '18']"
124,17 finished CPU → ready queue,cpu_to_ready,17,CPU1,"['45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17']","['20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', None, '37', '39']","['16', '10', '8', '18']"
124,37 finished CPU → ready queue,cpu_to_ready,37,CPU2,"['45', '28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37']","['20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', None, None, '39']","['16', '10', '8', '18']"
124,45 dispatched to CPU1,dispatch_cpu,45,CPU1,"['28', '34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37']","['20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '45', None, '39']","['16', '10', '8', '18']"
124,28 dispatched to CPU2,dispatch_cpu,28,CPU2,"['34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37']","['20', '21', '5', '23', '26', '22', '31', '19', '25']","['33', '45', '28', '39']","['16', '10', '8', '18']"
125,39 finished CPU → wait queue,cpu_to_io,39,CPU3,"['34', '35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37']","['20', '21', '5', '23', '26', '22', '31', '19', '25', '39']","['33', '45', '28', None]","['16', '10', '8', '18']"
125,34 dispatched to CPU3,dispatch_cpu,34,CPU3,"['35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37']","['20', '21', '5', '23', '26', '22', '31', '19', '25', '39']","['33', '45', '28', '34']","['16', '10', '8', '18']"
127,33 finished CPU → wait queue,cpu_to_io,33,CPU0,"['35', '42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37']","['20', '21', '5', '23', '26', '22', '31', '19', '25', '39', '33']","[None, '45', '28', '34']","['16', '10', '8', '18']"
127,35 dispatched to CPU0,dispatch_cpu,35,CPU0,"['42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37']","['20', '21', '5', '23', '26', '22', '31', '19', '25', '39', '33']","['35', '45', '28', '34']","['16', '10', '8', '18']"
129,34 finished CPU → wait queue,cpu_to_io,34,CPU3,"['42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37']","['20', '21', '5', '23', '26', '22', '31', '19', '25', '39', '33', '34']","['35', '45', '28', None]","['16', '10', '8', '18']"
129,18 finished I/O → ready queue,io_to_ready,18,IO3,"['42', '48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18']","['20', '21', '5', '23', '26', '22', '31', '19', '25', '39', '33', '34']","['35', '45', '28', None]","['16', '10', '8', None]"
129,42 dispatched to CPU3,dispatch_cpu,42,CPU3,"['48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18']","['20', '21', '5', '23', '26', '22', '31', '19', '25', '39', '33', '34']","['35', '45', '28', '42']","['16', '10', '8', None]"
129,20 dispatched to IO3,dispatch_io,20,IO3,"['48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18']","['21', '5', '23', '26', '22', '31', '19', '25', '39', '33', '34']","['35', '45', '28', '42']","['16', '10', '8', '20']"
130,45 finished CPU → ready queue,cpu_to_ready,45,CPU1,"['48', '46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45']","['21', '5', '23', '26', '22', '31', '19', '25', '39', '33', '34']","['35', None, '28', '42']","['16', '10', '8', '20']"
130,48 dispatched to CPU1,dispatch_cpu,48,CPU1,"['46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45']","['21', '5', '23', '26', '22', '31', '19', '25', '39', '33', '34']","['35', '48', '28', '42']","['16', '10', '8', '20']"
132,28 finished CPU → wait queue,cpu_to_io,28,CPU2,"['46', '49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45']","['21', '5', '23', '26', '22', '31', '19', '25', '39', '33', '34', '28']","['35', '48', None, '42']","['16', '10', '8', '20']"
132,46 dispatched to CPU2,dispatch_cpu,46,CPU2,"['49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45']","['21', '5', '23', '26', '22', '31', '19', '25', '39', '33', '34', '28']","['35', '48', '46', '42']","['16', '10', '8', '20']"
133,16 finished I/O → ready queue,io_to_ready,16,IO0,"['49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45', '16']","['21', '5', '23', '26', '22', '31', '19', '25', '39', '33', '34', '28']","['35', '48', '46', '42']","[None, '10', '8', '20']"
133,21 dispatched to IO0,dispatch_io,21,IO0,"['49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45', '16']","['5', '23', '26', '22', '31', '19', '25', '39', '33', '34', '28']","['35', '48', '46', '42']","['21', '10', '8', '20']"
134,48 finished CPU → ready queue,cpu_to_ready,48,CPU1,"['49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45', '16', '48']","['5', '23', '26', '22', '31', '19', '25', '39', '33', '34', '28']","['35', None, '46', '42']","['21', '10', '8', '20']"
134,10 finished I/O → ready queue,io_to_ready,10,IO1,"['49', '50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45', '16', '48', '10']","['5', '23', '26', '22', '31', '19', '25', '39', '33', '34', '28']","['35', None, '46', '42']","['21', None, '8', '20']"
134,49 dispatched to CPU1,dispatch_cpu,49,CPU1,"['50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45', '16', '48', '10']","['5', '23', '26', '22', '31', '19', '25', '39', '33', '34', '28']","['35', '49', '46', '42']","['21', None, '8', '20']"
134,5 dispatched to IO1,dispatch_io,5,IO1,"['50', '32', '40', '47', '43', '38', '41', '1', '12', '9', '15', '2', '6', '7', '14', '3', '30', '11', '29', '27', '44', '13', '24', '36', '4', '17', '37', '18', '45', '16', '48', '10']","['23', '26', '22', '31', '19', '25', '39', '33', '34', '28']","['35', '49', '46', '42']","['21', '5', '8', '20']"
