time, event                        , event_type  , process, device, ready_queue                                          , wait_queue                            , cpus                , ios
 328, 3 finished all bursts        , finished    ,       3, CPU0  , []                                                   , ['2']                                 , "[None, None, None]", ['8']
 340, 8 finished I/O → ready queue , io_to_ready ,       8, IO0   , ['8']                                                , ['2']                                 , "[None, None, None]", [None]
 340, 8 dispatched to CPU0         , dispatch_cpu,       8, CPU0  , []                                                   , ['2']                                 , "['8', None, None]" , [None]
 340, 2 dispatched to IO0          , dispatch_io ,       2, IO0   , []                                                   , []                                    , "['8', None, None]" , ['2']
 348, 8 finished CPU → ready queue , cpu_to_ready,       8, CPU0  , ['8']                                                , []                                    , "[None, None, None]", ['2']
 348, 8 dispatched to CPU0         , dispatch_cpu,       8, CPU0  , []                                                   , []                                    , "['8', None, None]" , ['2']
 351, 8 finished all bursts        , finished    ,       8, CPU0  , []                                                   , []                                    , "[None, None, None]", ['2']
 352, 2 finished I/O → ready queue , io_to_ready ,       2, IO0   , ['2']                                                , []                                    , "[None, None, None]", [None]
 352, 2 dispatched to CPU0         , dispatch_cpu,       2, CPU0  , []                                                   , []                                    , "['2', None, None]" , [None]
 360, 2 finished CPU → wait queue  , cpu_to_io   ,       2, CPU0  , []                                                   , ['2']                                 , "[None, None, None]", [None]
 360, 2 dispatched to IO0          , dispatch_io ,       2, IO0   , []                                                   , []                                    , "[None, None, None]", ['2']
 388, 2 finished I/O → ready queue , io_to_ready ,       2, IO0   , ['2']                                                , []                                    , "[None, None, None]", [None]
 388, 2 dispatched to CPU0         , dispatch_cpu,       2, CPU0  , []                                                   , []                                    , "['2', None, None]" , [None]
 393, 2 finished CPU → wait queue  , cpu_to_io   ,       2, CPU0  , []                                                   , ['2']                                 , "[None, None, None]", [None]
 393, 2 dispatched to IO0          , dispatch_io ,       2, IO0   , []                                                   , []                                    , "[None, None, None]", ['2']
 415, 2 finished I/O → ready queue , io_to_ready ,       2, IO0   , ['2']                                                , []                                    , "[None, None, None]", [None]
 415, 2 dispatched to CPU0         , dispatch_cpu,       2, CPU0  , []                                                   , []                                    , "['2', None, None]" , [None]
 420, 2 finished all bursts        , finished    ,       2, CPU0  , []                                                   , []                                    , "[None, None, None]", [None]
